CO,NO2,Temperature,Humidity
3.51,25.4,32.43,71.35
3.24,71.39,21.63,85.72
6.61,36.95,25.94,72.32
8.92,62.46,9.45,17.04
6.1,32.56,4.77,29.79
9.88,65.74,9.28,96.32
5.92,31.85,13.05,10.21
0.62,66.79,17.4,51.32
1.45,19.03,1.88,38.8
5.45,80.7,25.31,74.67
4.63,44.93,26.39,18.21
9.38,96.73,35.73,34.84
6.29,66.35,28.36,14.99
7.45,27.16,24.4,50.41
2.77,88.42,15.84,28.68
4.65,35.01,3.62,80.9
7.09,81.97,32.42,98.37
5.42,83.59,5.94,16.52
7.32,57.38,30.88,35.97
3.16,78.09,23.85,84.94
0.3,47.2,19.64,85.14
7.53,57.74,10.28,49.29
5.74,10.31,17.49,20.77
8.3,88.24,17.58,10.94
9.33,13.18,3.92,81.32
3.66,34.73,25.22,89.25
6.61,35.02,23.07,55.13
2.58,48.65,1.25,81.49
4.32,20.07,26.66,18.38
9.49,39.65,38.95,30.54
6.3,17.51,35.17,13.72
8.68,73.41,39.76,29.65
8.02,76.34,7.69,41.62
0.27,35.62,19.29,73.25
6.69,92.11,14.51,80.36
7.61,93.44,38.13,92.38
2.15,46.43,16.12,51.88
9.85,83.66,22.78,12.75
8.15,96.49,2.82,91.25
9.45,64.01,8.19,20.59
5.31,82.9,5.47,40.8
5.56,65.16,20.77,38.77
0.63,38.96,26.21,31.55
2.03,88.43,33.74,95.22
3.85,17.81,30.14,62.88
6.9,17.86,39.95,12.39
4.8,53.98,8.25,50.25
6.11,68.86,16.47,27.81
2.56,10.16,25.92,51.78
2.68,55.04,28.87,22.48
6.35,6.86,18.83,97.14
3.95,26.29,18.8,56.5
9.48,28.08,11.83,74.84
9.51,39.6,17.78,81.04
6.06,36.42,24.45,43.26
0.81,67.63,37.03,12.29
4.66,49.11,16.31,12.76
6.83,87.73,10.21,12.85
7.17,36.43,39.16,21.3
0.66,21.2,15.55,10.48
3.0,55.0,32.71,71.32
8.54,51.53,0.39,40.29
4.89,69.01,18.87,18.16
4.52,48.85,23.88,51.04
9.34,39.03,16.79,11.05
0.32,46.67,7.86,28.91
6.87,7.28,23.04,90.59
4.76,89.23,24.58,66.52
6.63,25.84,19.53,33.1
2.58,55.68,27.51,62.5
5.55,73.43,27.13,20.55
4.68,26.76,21.85,80.63
2.13,60.31,35.09,16.04
9.48,55.67,9.28,18.15
9.64,61.4,34.59,97.16
1.35,23.47,18.6,99.74
7.02,18.36,30.3,65.04
9.7,77.89,32.33,89.27
4.54,21.76,28.61,44.31
6.0,10.03,8.79,51.2
6.93,84.52,24.57,58.94
8.03,76.96,23.72,38.06
2.85,56.18,30.99,27.67
8.42,42.59,30.88,84.18
5.64,77.87,17.84,92.19
6.55,40.72,17.6,55.39
1.8,47.66,33.5,57.36
8.36,71.24,11.37,31.83
6.54,7.07,7.4,96.73
2.4,87.62,26.53,88.8
5.88,22.91,26.65,55.93
1.69,79.13,1.66,62.6
1.94,41.98,38.81,53.13
1.97,46.9,39.53,81.0
1.7,67.65,6.99,92.87
6.88,49.64,36.65,30.52
2.29,84.69,34.07,52.73
3.55,14.57,18.16,47.1
7.68,58.24,14.24,14.72
9.02,74.36,36.63,42.72
9.82,54.26,17.56,58.31
3.36,45.86,36.9,55.79
3.02,55.04,4.92,27.05
2.75,31.15,32.14,90.92
3.56,72.12,39.98,55.6
9.42,44.63,37.12,49.49
5.8,25.12,6.31,32.83
8.72,25.75,21.98,10.52
1.07,74.88,37.13,69.87
6.73,74.75,7.6,12.54
9.44,91.74,16.96,77.73
3.7,49.64,22.4,37.19
9.67,81.42,4.02,33.8
2.81,55.01,5.13,46.75
5.61,40.89,10.95,83.9
6.03,35.08,16.34,56.39
6.78,34.3,20.76,97.09
8.66,34.35,30.24,93.06
1.27,63.22,26.17,80.41
8.68,55.46,12.95,12.52
4.15,26.22,38.91,73.57
3.28,92.22,29.61,24.81
5.4,99.34,14.43,18.14
9.61,56.31,16.49,22.98
2.59,98.81,13.34,50.42
6.2,31.07,7.28,46.71
8.05,30.06,1.73,51.98
1.5,83.16,36.32,21.67
5.99,29.71,29.33,28.39
8.95,95.56,39.41,86.55
2.82,10.34,25.06,83.98
2.99,28.57,28.22,50.07
1.45,35.05,15.59,16.84
2.06,12.07,33.89,38.78
3.69,95.76,20.5,48.22
3.05,65.99,3.03,93.56
9.29,36.98,24.14,99.42
5.86,56.74,16.88,31.54
3.69,21.71,25.61,92.56
6.96,99.33,38.14,65.86
5.6,68.22,7.78,51.18
0.18,9.05,4.34,49.98
8.72,90.61,37.02,62.61
6.22,16.24,35.55,46.28
1.34,74.39,35.84,53.87
6.72,31.6,20.82,71.85
0.95,13.9,18.82,61.29
6.88,97.52,19.62,28.24
7.26,38.24,24.66,17.45
3.37,34.38,30.44,65.01
2.02,35.0,11.97,80.18
8.42,75.38,17.89,58.39
3.23,66.94,9.24,52.73
6.75,94.29,0.22,47.04
3.77,78.28,20.4,22.39
7.16,12.13,36.91,88.48
7.54,52.73,34.33,37.97
6.93,67.79,4.78,57.0
8.93,40.9,3.79,53.42
9.63,20.79,25.31,25.45
5.37,10.53,6.23,30.72
1.38,35.86,18.29,17.55
3.33,45.47,30.28,31.38
7.04,68.23,6.69,97.55
8.37,96.1,10.01,90.02
8.5,77.39,11.02,10.09
3.52,97.81,8.88,36.09
9.98,80.18,21.56,32.86
0.99,55.16,5.16,59.45
5.48,17.33,14.16,95.53
2.39,47.24,14.74,25.89
9.16,23.0,0.32,26.03
8.41,28.95,3.14,57.02
6.64,24.77,37.38,55.86
5.28,87.04,37.52,30.86
3.28,14.25,36.35,14.98
9.29,69.05,2.86,77.11
3.46,41.49,16.81,15.82
3.95,85.99,27.97,32.92
0.89,46.4,15.99,20.36
9.3,30.69,12.24,39.28
1.75,86.3,34.44,12.94
9.4,96.27,32.67,11.54
6.44,79.03,7.11,91.14
4.58,67.22,29.18,89.72
3.76,44.2,33.68,24.03
3.19,43.59,8.77,85.84
6.61,33.72,37.49,98.11
7.65,60.78,5.27,68.74
2.13,73.57,22.6,18.67
0.25,27.24,35.21,73.43
6.17,5.52,6.18,49.7
6.6,24.54,39.3,97.69
0.5,90.29,35.53,74.21
9.54,23.98,10.96,98.38
0.98,15.57,36.25,47.74
8.76,51.59,17.85,12.77
2.89,29.06,32.01,78.23
9.77,35.9,3.07,23.73
7.74,41.96,35.83,68.12
9.09,66.27,17.37,11.87
2.04,93.89,11.54,85.01
6.48,9.66,25.38,68.42
1.65,19.62,32.69,66.64
4.38,73.59,20.3,81.98
5.58,75.64,18.46,41.55
6.34,9.32,32.75,74.57
5.61,21.24,14.53,92.52
7.99,60.2,7.55,50.79
9.9,31.35,30.41,46.13
9.28,60.33,39.79,53.17
3.92,97.51,7.19,44.63
0.43,88.31,13.96,10.07
3.57,62.99,36.84,19.67
3.36,61.24,25.11,41.45
0.64,60.53,20.31,56.09
5.41,40.25,38.16,99.24
3.68,32.53,24.13,95.91
9.65,84.03,7.54,56.75
8.67,65.3,5.29,41.83
5.84,71.3,37.78,76.52
5.45,24.01,31.87,39.24
7.55,12.75,5.15,81.19
5.46,49.72,18.65,82.03
1.82,23.62,34.96,54.11
0.45,73.12,12.3,44.06
9.7,5.5,30.29,71.83
1.49,94.28,32.93,85.96
5.46,25.97,10.25,33.8
0.66,42.02,4.31,80.31
6.49,16.42,24.43,30.52
0.15,88.88,33.49,55.03
2.53,67.26,36.08,78.28
9.52,82.52,31.92,85.59
8.59,78.1,2.46,45.38
9.48,23.55,9.09,69.62
8.95,34.09,24.73,58.74
6.1,78.61,37.7,93.93
6.97,90.91,28.87,88.15
7.54,20.38,26.88,38.26
9.14,56.79,17.89,65.25
9.59,21.2,16.07,90.98
4.09,43.84,6.06,91.74
3.48,48.64,0.03,55.37
2.24,93.04,14.67,10.1
8.63,37.96,35.61,43.86
1.18,64.78,38.61,15.12
7.3,57.66,19.59,46.72
6.01,55.11,33.39,18.62
6.38,20.14,21.81,32.1
7.45,40.98,25.54,92.0
7.47,67.56,13.61,68.38
2.14,39.26,5.33,69.11
4.43,50.46,15.48,97.69
7.63,82.9,32.76,15.75
4.33,22.25,38.31,89.79
4.48,23.69,31.28,74.76
8.66,37.57,17.2,63.96
5.61,64.09,29.25,28.64
9.82,63.47,24.11,37.93
1.72,71.16,24.51,58.15
5.9,48.68,15.35,39.47
2.26,76.16,24.59,15.47
6.16,71.1,12.51,46.12
8.03,56.71,32.55,78.93
4.21,37.68,23.97,33.06
1.4,74.19,9.38,73.53
5.43,91.01,3.54,65.91
1.19,9.53,11.51,51.36
6.13,43.71,2.6,96.24
5.61,25.01,36.11,93.09
2.19,52.05,17.24,37.78
1.13,16.43,14.64,43.06
5.9,90.12,16.48,93.42
8.91,44.35,26.1,57.6
6.96,57.78,33.36,96.29
9.43,71.7,28.97,51.0
2.3,66.57,17.84,73.34
0.17,90.24,2.96,25.26
2.91,23.45,4.87,39.8
3.74,19.11,30.45,95.73
2.39,83.21,33.59,22.57
7.34,99.14,18.2,40.01
7.06,47.4,23.8,98.57
9.92,94.57,23.54,20.99
2.59,29.02,37.08,88.29
6.84,98.71,1.72,81.18
8.87,56.78,1.84,81.65
4.65,14.53,30.34,23.51
8.31,20.47,2.05,17.66
7.08,74.88,20.82,88.17
9.58,49.98,0.03,96.88
7.66,80.6,29.69,22.34
9.05,11.91,20.63,16.61
0.98,43.36,25.42,23.59
6.12,57.66,21.2,38.83
4.91,95.16,11.41,10.73
6.21,14.68,16.18,35.86
1.16,65.94,0.46,83.53
0.55,59.12,2.51,85.59
5.67,12.73,21.04,10.59
5.89,90.73,5.86,23.72
5.35,57.63,32.46,25.55
9.33,47.9,38.05,44.05
2.39,86.94,11.01,84.38
8.71,85.95,4.84,71.29
3.13,21.03,7.69,63.57
1.46,28.33,27.96,12.94
8.61,29.1,18.96,76.07
9.98,67.89,3.29,78.62
2.15,75.2,12.39,44.19
2.35,19.73,19.01,82.29
1.48,15.45,25.83,88.06
2.41,35.55,34.64,35.34
9.99,64.03,19.67,57.62
3.35,21.88,39.55,68.84
8.13,29.79,11.35,81.63
8.74,16.97,26.16,67.29
3.01,68.4,16.05,69.12
3.68,83.61,5.04,13.65
4.69,7.16,16.19,78.43
2.01,56.71,2.33,70.03
2.52,56.85,1.31,32.36
2.45,89.2,1.7,43.63
5.25,95.79,31.64,58.49
5.98,13.49,39.76,29.41
8.01,74.37,10.3,38.65
3.03,78.15,38.06,62.76
0.57,61.64,22.37,63.54
3.06,54.76,34.22,73.24
2.62,56.11,35.38,78.58
9.37,96.39,3.81,19.98
6.65,58.78,37.72,58.34
7.66,6.37,11.47,23.47
9.5,71.82,10.64,22.5
7.52,96.98,11.26,29.4
9.99,64.43,1.64,15.21
9.21,8.52,17.84,37.36
0.75,25.17,20.92,74.08
8.07,65.82,24.04,77.41
6.27,59.96,9.72,74.02
9.29,92.51,1.97,12.97
8.83,57.33,10.44,45.53
1.28,80.32,9.0,80.07
8.9,30.73,5.74,58.06
1.09,64.19,2.21,85.59
0.38,59.39,19.52,53.64
4.15,99.51,38.87,52.68
2.03,65.82,8.82,93.17
2.59,28.72,32.94,30.97
2.68,83.22,39.75,69.94
6.01,55.81,36.3,13.44
5.75,61.42,20.7,94.11
9.45,84.58,4.57,30.7
3.82,45.6,33.08,71.63
2.15,33.2,1.71,35.16
9.93,91.0,16.3,60.29
6.27,11.19,13.22,28.94
8.68,24.87,6.99,31.71
4.39,93.73,25.46,93.28
1.07,6.99,17.07,72.69
4.85,53.24,29.0,65.48
0.7,64.27,36.92,71.84
5.03,42.92,10.13,57.38
5.73,77.34,26.74,47.52
7.52,30.12,16.01,75.87
2.69,62.43,22.42,92.3
1.2,59.95,22.44,35.14
2.33,37.45,8.93,80.91
5.62,73.95,6.93,30.17
6.44,88.56,1.18,94.13
9.08,90.11,23.29,57.16
6.67,29.65,21.28,28.5
9.5,83.51,39.73,88.98
1.31,23.09,8.55,78.76
8.38,42.18,19.41,44.7
1.95,78.62,13.15,26.05
5.5,85.76,30.12,95.96
3.42,66.83,15.72,93.63
9.2,19.34,19.63,74.31
2.67,49.6,22.67,26.2
8.6,18.05,35.1,35.36
1.57,85.13,2.63,84.24
3.07,98.4,25.95,31.35
9.76,20.62,8.34,41.49
1.71,83.68,37.3,67.81
9.16,36.82,10.5,83.5
3.85,86.82,0.53,45.64
0.15,52.35,23.61,66.54
6.21,76.55,26.34,87.25
4.96,22.1,1.76,84.42
2.31,88.35,23.32,76.86
9.23,59.75,12.59,21.02
5.33,10.12,17.06,79.84
2.51,53.0,5.45,90.83
6.77,58.33,4.44,10.39
4.87,79.07,36.85,86.92
3.52,24.94,22.75,67.26
7.62,6.55,32.79,25.07
5.56,74.95,2.04,63.74
3.49,94.85,12.64,24.48
2.48,87.05,27.89,54.22
7.1,50.31,28.62,29.48
6.56,67.68,39.02,50.45
8.46,98.49,13.88,66.4
6.6,6.66,24.81,99.96
0.41,19.28,23.57,60.25
4.92,18.15,14.48,38.91
0.6,64.3,3.55,34.74
5.53,87.02,12.38,68.99
7.41,92.82,21.3,76.57
6.53,50.79,34.87,66.59
7.15,25.65,18.71,50.22
3.62,83.24,38.18,24.2
3.02,74.35,5.7,39.84
3.4,39.19,22.96,41.49
4.8,32.77,28.45,43.97
8.95,83.02,3.62,81.37
4.26,90.17,9.05,45.64
4.02,7.15,7.51,67.8
6.99,63.46,2.3,38.66
1.9,8.86,37.6,40.35
7.83,32.09,1.19,95.94
7.57,7.49,6.4,67.65
2.01,10.01,26.0,74.09
0.79,82.47,6.96,94.99
4.87,94.51,9.14,69.6
3.15,33.21,26.39,72.02
6.87,70.2,12.27,61.12
2.17,66.82,29.07,40.97
2.16,8.77,39.6,44.32
8.75,37.7,38.33,10.65
7.2,81.82,33.46,19.46
5.64,84.6,15.43,94.33
0.41,24.82,9.72,78.62
3.01,10.04,29.98,64.82
6.74,10.9,32.03,48.83
3.46,32.78,5.23,85.13
4.04,18.82,5.43,54.46
8.74,76.46,32.28,69.21
9.45,58.55,13.1,93.91
3.92,23.16,15.26,91.33
1.71,35.49,26.78,77.04
9.48,45.68,39.14,38.59
4.42,91.56,36.94,87.06
7.13,82.98,38.1,29.82
5.51,61.88,8.49,47.43
0.32,62.38,27.25,23.26
1.92,75.75,28.61,63.78
0.88,32.47,2.11,65.79
6.48,17.66,31.02,35.71
8.69,80.84,16.0,42.38
4.09,52.28,34.98,35.0
7.13,21.2,23.04,28.63
3.92,24.9,7.69,31.42
2.82,96.23,29.43,94.1
6.03,28.43,6.31,64.54
2.38,9.53,35.45,72.2
4.55,81.83,31.32,32.36
9.84,77.08,5.55,51.69
6.01,6.54,15.94,79.54
1.24,41.47,32.86,74.29
5.65,43.81,37.44,34.47
6.31,96.89,5.9,86.07
4.07,43.18,28.14,40.14
6.8,42.5,12.75,20.29
3.3,81.65,9.04,75.09
3.91,46.62,38.18,86.4
8.62,50.02,10.26,77.95
9.84,57.72,25.37,92.24
6.03,44.92,37.12,47.73
2.36,32.35,24.62,78.58
3.46,9.35,37.99,89.78
3.5,26.38,32.58,99.93
6.2,65.5,35.19,59.12
1.02,67.94,6.05,66.5
5.6,5.78,17.74,35.02
5.14,53.15,11.95,74.29
9.98,71.75,35.09,57.39
0.24,74.26,14.69,47.04
5.29,23.24,21.86,55.05
5.72,66.05,18.76,75.48
3.53,6.34,33.26,84.92
9.82,31.48,19.45,76.22
2.93,40.64,25.06,69.84
5.33,70.68,11.1,13.55
5.4,69.89,4.62,85.34
8.59,58.14,9.84,89.09
9.08,12.67,39.23,77.13
4.78,73.43,31.44,60.32
0.88,12.65,23.65,72.9
8.73,72.25,25.96,63.47
6.95,73.7,29.82,61.35
6.91,72.8,24.53,41.27
1.93,78.26,7.23,10.47
7.31,40.85,15.86,38.15
6.6,84.3,5.14,13.17
7.74,17.33,33.77,17.61
1.87,16.42,12.65,22.71
0.83,51.62,14.41,62.45
6.46,48.27,37.96,27.42
9.45,99.03,3.27,61.58
2.98,54.81,1.9,30.04
9.22,97.73,37.07,86.44
1.66,23.29,13.84,97.14
0.92,31.12,9.14,31.34
4.39,27.23,31.66,56.66
1.81,62.31,35.04,76.53
2.34,64.25,18.08,32.93
3.67,93.3,1.34,60.44
3.5,56.1,34.92,49.0
5.57,88.91,32.96,34.38
6.69,41.9,38.93,33.24
3.15,97.14,36.44,91.6
5.93,7.01,26.5,75.77
2.71,69.92,33.05,66.69
3.91,54.63,8.87,86.76
5.49,91.96,32.35,49.35
3.67,13.1,31.74,56.79
9.37,65.25,12.5,60.06
5.42,83.55,26.85,34.23
7.4,11.15,5.54,81.63
6.84,24.82,21.51,71.85
9.81,75.13,4.85,37.02
2.68,47.59,20.48,87.98
9.16,33.09,19.87,44.03
2.93,44.27,26.9,27.11
9.53,69.99,1.2,67.64
1.92,55.63,2.41,69.51
0.85,84.13,35.89,41.12
6.44,61.23,17.44,96.52
5.89,49.04,23.15,98.91
9.82,66.51,32.69,35.6
2.78,9.95,1.06,53.5
5.7,93.8,11.43,83.46
4.3,39.04,38.92,70.6
6.71,25.48,28.24,66.21
1.27,76.23,29.17,13.63
7.61,82.78,0.29,47.01
2.6,44.67,9.72,42.27
6.54,56.16,37.12,37.22
3.09,19.7,33.66,23.11
9.39,94.35,22.28,49.15
9.41,32.12,21.97,52.67
7.55,62.19,15.75,84.3
0.58,10.02,5.69,59.67
9.35,12.28,30.45,36.79
9.06,72.08,5.24,84.16
6.4,26.15,36.31,65.6
5.73,32.68,23.39,12.8
8.3,79.85,13.48,79.78
8.74,78.39,35.63,56.93
6.79,62.43,1.89,53.85
0.59,48.44,18.19,47.45
2.2,35.85,20.12,10.65
9.18,56.74,13.44,27.57
6.18,64.93,2.17,89.26
1.44,95.6,5.45,22.29
6.33,73.2,18.93,59.34
1.68,63.34,17.18,22.92
5.87,28.63,11.39,86.67
1.05,46.06,19.34,67.02
8.13,92.59,38.7,72.87
2.77,29.7,34.41,38.87
7.84,42.85,21.31,56.29
0.55,44.83,27.31,50.14
9.6,39.92,6.74,12.28
7.69,74.55,26.73,10.16
6.04,85.32,39.1,70.29
4.56,79.66,28.99,69.44
9.42,94.76,19.69,55.02
7.31,12.59,26.79,91.91
0.66,79.21,7.99,79.25
5.07,77.42,10.75,55.42
8.23,92.79,13.55,94.44
7.08,84.15,10.54,49.5
3.64,66.72,31.01,82.93
3.5,39.67,11.67,21.92
2.62,97.94,27.56,15.38
2.58,75.67,25.81,68.59
9.84,93.66,22.76,52.78
5.37,23.73,24.76,57.08
4.53,50.8,38.27,96.63
2.87,28.37,7.18,18.29
5.03,60.87,26.11,96.48
6.49,56.5,8.37,72.63
7.0,70.55,21.28,55.39
4.17,77.45,5.68,36.7
5.78,68.08,0.56,47.17
0.12,88.98,16.69,36.22
8.39,70.66,15.16,50.76
3.94,62.91,21.03,80.28
9.76,15.19,6.27,51.64
6.62,75.05,13.51,83.34
2.13,6.39,25.9,99.42
1.1,5.12,29.98,66.41
5.5,93.01,13.83,52.1
2.93,20.74,21.22,68.43
9.43,7.95,23.68,30.31
1.63,5.62,32.72,42.51
7.87,41.17,5.85,71.99
1.32,99.81,27.71,47.14
7.89,90.91,24.29,67.79
7.88,12.5,14.08,15.12
0.7,50.6,0.61,44.53
7.72,95.02,2.56,40.22
4.43,67.88,0.55,84.57
1.37,34.28,3.48,63.49
7.4,58.41,27.07,22.28
4.88,84.54,36.7,20.14
3.07,15.82,14.06,84.58
2.86,61.61,20.95,16.68
9.95,42.42,31.99,51.15
9.49,59.46,3.37,21.96
1.12,18.96,31.09,67.18
2.98,67.66,5.06,32.03
7.67,48.29,28.4,26.5
0.23,37.29,12.08,86.63
7.41,29.8,25.12,37.52
2.97,68.15,22.16,71.41
0.93,33.23,38.57,18.13
8.88,74.02,35.24,91.65
2.05,92.76,30.96,98.62
7.57,22.91,7.48,96.95
9.86,68.09,6.92,14.56
5.84,17.43,9.56,50.43
1.99,8.03,36.4,91.62
2.79,80.87,4.95,20.39
6.46,10.84,13.45,39.85
3.88,54.17,16.05,69.8
9.09,96.59,19.59,58.34
8.84,5.52,25.34,94.57
7.2,92.32,2.14,38.71
7.59,38.63,17.14,34.18
6.66,49.74,9.99,96.27
8.85,42.53,8.62,35.72
0.92,66.9,21.19,93.24
8.6,65.85,5.56,76.03
0.83,37.52,15.93,56.21
8.19,25.17,1.82,99.5
8.88,15.52,30.76,19.24
9.32,50.61,11.03,24.42
5.27,25.95,5.46,52.15
4.82,70.77,38.04,44.91
9.77,28.33,24.31,85.22
7.84,84.95,10.35,74.54
1.53,80.47,13.51,62.39
4.04,44.71,9.17,62.61
8.34,62.24,5.46,26.56
0.43,43.26,29.54,91.45
6.58,50.08,9.6,59.19
9.02,7.23,19.05,96.99
1.31,98.03,13.19,36.37
7.33,72.77,12.08,67.26
5.83,36.86,33.34,32.74
9.33,74.86,8.15,91.9
6.27,23.88,16.89,70.04
1.68,57.5,16.03,16.81
7.84,67.64,2.46,51.84
5.19,94.8,32.01,39.0
4.58,73.43,14.01,86.57
0.56,82.02,29.03,89.8
4.6,62.14,9.33,12.25
7.38,48.83,10.67,22.11
0.49,82.78,39.61,40.87
1.66,45.95,27.1,58.12
6.35,66.45,22.53,71.76
7.38,79.69,39.65,33.41
7.72,54.22,10.51,42.7
2.01,44.25,12.4,94.56
3.3,32.08,16.9,53.06
3.22,34.96,35.94,36.16
3.09,43.84,33.87,99.25
2.39,26.9,35.39,71.03
5.38,10.03,24.49,38.21
1.52,37.97,29.41,79.5
0.87,92.12,19.15,75.78
6.01,85.92,4.46,76.1
0.51,44.29,35.34,69.04
6.95,57.66,11.41,18.82
8.96,31.82,37.52,25.43
9.62,49.42,25.53,29.66
2.82,93.3,15.72,40.41
9.58,91.08,39.4,31.7
1.73,43.99,34.57,65.16
2.41,54.84,18.52,90.4
5.3,37.49,39.26,23.27
6.29,83.32,12.65,14.01
3.07,91.35,18.82,29.22
8.12,61.8,7.48,15.15
0.8,38.67,24.51,47.77
7.42,18.11,36.58,89.59
6.27,10.99,14.64,86.27
1.51,58.37,25.23,90.47
1.24,74.25,21.45,37.9
4.58,46.59,13.15,19.17
5.29,50.78,2.66,69.46
4.61,56.97,36.85,39.71
4.91,18.64,23.05,35.92
3.93,76.74,26.52,58.43
0.48,52.52,21.11,90.7
1.22,5.7,6.46,55.34
5.41,67.39,10.01,77.28
2.56,39.39,4.49,89.69
4.44,96.66,6.89,35.07
7.75,41.78,13.92,56.35
6.68,50.95,0.28,60.78
8.47,50.13,37.41,33.89
3.33,56.96,37.02,68.78
1.27,72.69,26.72,65.0
4.23,20.26,19.71,90.07
5.88,66.09,36.25,96.86
1.07,85.33,16.31,33.83
8.18,71.87,10.23,34.85
1.6,48.62,28.72,94.89
4.16,72.62,1.09,68.06
0.31,9.45,9.06,83.66
2.73,51.84,29.08,32.63
6.28,83.38,38.8,83.51
1.31,20.92,29.0,82.46
9.85,10.69,37.17,60.02
8.75,22.89,0.61,79.58
4.9,87.13,9.51,66.42
4.71,84.95,16.08,86.16
8.12,80.78,21.67,67.25
6.4,87.99,20.88,74.25
6.95,47.67,4.09,79.08
7.54,30.38,16.17,17.63
6.51,9.48,39.48,14.56
4.6,44.74,10.68,52.31
1.03,58.86,1.75,69.13
8.76,47.19,0.92,86.04
9.31,44.27,25.14,96.08
6.39,10.62,28.81,48.08
4.87,61.5,35.24,59.71
0.25,73.85,33.31,65.28
0.83,35.51,28.71,51.31
9.89,88.25,27.62,48.63
6.4,95.1,32.8,12.78
4.63,35.54,35.0,78.84
8.98,69.27,2.32,31.1
2.6,27.64,8.61,85.35
7.32,9.68,10.86,37.26
2.64,53.36,1.72,69.7
2.3,96.17,28.78,61.46
1.0,35.67,1.74,47.12
9.44,95.05,32.93,90.52
8.69,66.01,36.03,78.69
2.67,37.66,16.34,94.75
5.39,15.84,17.34,22.97
2.01,42.75,12.39,30.38
0.51,65.78,30.78,93.93
2.9,92.5,11.96,41.46
9.15,91.23,32.53,65.21
3.3,55.49,24.64,51.65
4.66,73.61,39.04,66.23
4.84,19.14,4.34,87.92
1.16,90.13,22.63,96.91
3.03,86.16,25.67,46.36
9.27,16.62,21.03,89.52
1.64,35.87,23.06,55.78
9.47,70.84,3.2,98.9
8.33,9.34,35.5,64.19
6.43,92.86,39.94,54.94
8.88,41.49,37.23,65.45
5.24,37.27,37.72,79.04
9.02,73.5,23.48,65.25
0.95,78.9,0.75,66.1
8.29,69.73,12.64,92.33
8.28,6.66,28.57,84.56
5.9,90.61,34.95,94.11
6.21,92.76,11.05,93.19
4.53,51.62,33.51,43.97
2.02,63.7,18.95,36.51
5.61,55.81,32.08,31.9
4.69,55.24,14.38,80.88
0.32,90.57,18.07,73.69
5.27,64.68,36.89,20.19
9.73,41.47,32.11,89.81
7.78,65.68,37.25,52.85
3.47,59.14,9.07,57.06
9.76,29.9,39.66,67.63
9.22,17.34,16.16,63.12
7.06,80.82,16.83,16.52
7.11,71.3,31.87,99.93
6.81,69.81,16.33,57.46
6.42,58.08,26.27,50.58
5.05,21.36,28.23,70.48
6.53,33.31,30.45,26.01
1.76,36.52,29.84,27.95
5.63,66.1,26.06,74.96
1.42,38.14,27.57,21.92
8.01,93.63,0.44,94.1
2.3,75.51,30.53,74.94
1.91,35.11,14.5,59.35
6.56,18.24,11.77,76.96
1.16,36.78,14.64,77.62
2.31,71.88,36.14,88.72
8.04,88.14,10.88,58.13
7.11,90.11,22.79,61.78
8.47,91.79,4.63,89.55
1.97,9.31,10.68,67.43
3.38,11.49,30.39,35.23
9.36,40.61,19.0,27.65
7.56,95.4,22.08,30.6
4.23,65.18,39.5,17.06
9.55,76.34,1.83,35.35
8.64,63.22,8.4,62.94
8.27,7.67,27.21,41.93
8.44,41.6,37.18,43.67
6.38,50.62,24.11,28.23
1.26,7.07,10.19,48.2
1.28,62.27,19.3,73.96
4.48,94.07,13.12,50.69
0.94,96.84,9.59,71.39
8.15,10.91,22.55,32.24
1.35,50.07,4.34,71.15
1.43,89.86,1.85,90.14
1.95,57.77,11.25,19.73
0.54,82.35,7.16,70.34
2.59,61.27,32.24,23.91
2.5,62.74,24.92,35.56
3.05,80.72,17.63,77.47
1.94,21.79,37.39,34.34
8.29,60.44,29.55,13.54
6.27,68.52,13.8,63.01
5.24,5.35,11.39,90.84
1.07,16.47,24.71,67.17
4.68,93.74,14.54,88.95
0.7,29.08,2.66,55.57
5.65,32.27,36.08,84.3
5.81,81.44,1.57,75.01
9.78,15.96,22.0,37.85
5.28,21.36,31.54,30.97
9.82,60.36,12.32,12.03
0.16,38.3,28.61,57.61
2.62,18.51,15.93,63.93
3.43,30.69,9.51,30.64
9.61,66.52,16.44,68.1
8.49,94.12,38.05,10.59
9.83,30.85,27.15,92.96
0.73,54.62,25.77,57.4
2.3,20.61,38.06,29.23
5.33,44.04,15.87,96.66
1.4,14.64,14.88,26.6
7.54,34.49,39.38,12.72
4.95,63.96,11.29,89.66
8.48,77.75,26.2,98.72
6.58,34.79,30.38,78.33
4.82,8.43,36.93,77.89
9.9,95.9,0.3,39.19
5.55,37.51,39.37,12.88
9.1,94.4,16.29,32.4
7.02,79.69,30.44,88.79
1.82,43.78,13.22,30.52
3.92,53.41,30.82,90.43
6.04,42.22,30.1,34.46
9.17,21.3,21.58,81.91
7.8,28.88,25.3,80.12
2.81,65.83,19.55,52.53
7.71,11.73,34.4,84.2
8.4,9.43,39.79,47.21
3.72,46.9,10.55,78.88
2.93,34.77,38.11,74.2
4.15,76.55,8.38,96.24
1.11,12.66,22.53,60.28
0.69,11.66,20.11,91.02
1.92,58.8,34.68,34.11
2.42,11.09,6.37,84.51
5.53,40.71,3.97,19.37
8.77,45.62,31.78,33.61
6.43,44.69,22.9,27.28
3.99,68.51,7.68,79.52
